key,input,solubility
TTWYZDPBDWHJOR-IDIVVRGQSA-L,[Na+].[Na+].Nc1ncnc2n(cnc12)[C@@H]3O[C@H](CO[P](O)(=O)O[P]([O-])(=O)O[P](O)([O-])=O)[C@@H](O)[C@H]3O,-0.565
RNTXMYSPASRLFT-UHFFFAOYSA-L,[Na+].[Na+].CN(CC(O)=O)C(N)=N[P]([O-])([O-])=O,-0.336
VJFFDDQGMMQGTQ-UHFFFAOYSA-L,[Ba++].CCCCC(CC)C([O-])=O.CCCCC(CC)C([O-])=O,-2.593
FMYOMWCQJXWGEN-WYRLRVFGSA-M,[Na+].OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)C([O-])=O,0.02
YBGBJYVHJTVUSL-UHFFFAOYSA-L,[Na+].[Na+].[O-]C(=O)CCC(=O)C([O-])=O,-0.198
YQLZOAVZWJBZSY-UHFFFAOYSA-N,NCCCCCCCCCCN,-0.946
YBNSWAFWAWIDJZ-UHFFFAOYSA-N,[Na+].[Na+].CC(C)CCCCCCCO.OC(=O)CC(C(O)=O)[S](O)(=O)=O,-1.377
PXEDJBXQKAGXNJ-QTNFYWBSSA-L,[Na+].[Na+].N[C@@H](CCC([O-])=O)C([O-])=O,-0.038
JDLYKQWJXAQNNS-UHFFFAOYSA-L,[Zn++].[O-]C(=O)c1ccccc1.[O-]C(=O)c2ccccc2,-1.736
GOOHAUXETOMSMM-UHFFFAOYSA-N,CC1CO1,1.606
UTSYWKJYFPPRAP-UHFFFAOYSA-N,CCCCOCNC(=O)C=C,-0.868
CPELXLSAUQHCOX-UHFFFAOYSA-M,[Br-],0.386
LLKGTXLYJMUQJX-UHFFFAOYSA-M,[Na+].CCCCCCCCCCCCN(CCC(O)=O)CCC([O-])=O,-1.433
VLKIFCBXANYYCK-ASTDGNLGSA-M,[Na+].CCCCCCCC/C=C/CCCCCCCC(=O)N(C)CC([O-])=O,-3.008
RZCHTMXTKQHYDT-UHFFFAOYSA-N,CC(O)C(=O)NCCO,0.563
WAKZZMMCDILMEF-UHFFFAOYSA-H,[Ba++].[Ba++].[Ba++].[O-][P]([O-])([O-])=O.[O-][P]([O-])([O-])=O,-0.345
BSYVTEYKTMYBMK-UHFFFAOYSA-N,OCC1CCCO1,0.774
POLZHVHESHDZRD-UHFFFAOYSA-N,CC(=C)C(=O)OCCO.O[P](O)(O)=O,0.141
XFTALRAZSCGSKN-UHFFFAOYSA-M,[Na+].[O-][S](=O)(=O)c1ccc(C=C)cc1,0.062
YRKCREAYFQTBPV-UHFFFAOYSA-N,CC(=O)CC(C)=O,0.438
BEPAFCGSDWSTEL-UHFFFAOYSA-N,COC(=O)CC(=O)OC,0.238
AOHMFUYIHARAGR-UHFFFAOYSA-N,[Mg].[Mg].[Mg].OC(=O)CC(O)(CC(O)=O)C(O)=O.OC(=O)CC(O)(CC(O)=O)C(O)=O,-1.076
FMYOMWCQJXWGEN-BMZZJELJSA-M,[Na+].OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)C([O-])=O,0.02
KYVBNYUBXIEUFW-UHFFFAOYSA-N,CN(C)C(=N)N(C)C,0.44
DOGJSOZYUGJVKS-UHFFFAOYSA-N,OCC(O)COC(=O)CS,0.12
UWHCKJMYHZGTIT-UHFFFAOYSA-N,OCCOCCOCCOCCO,0.569
SXFJDZNJHVPHPH-UHFFFAOYSA-N,CC(CCO)CCO,0.439
IDOGARCPIAAWMC-UHFFFAOYSA-N,CC(O)=O.OCCNCCO,0.492
OKKJLVBELUTLKV-UHFFFAOYSA-N,CO,1.686
UPCXAARSWVHVLY-UHFFFAOYSA-N,CC(O)=O.OCCN(CCO)CCO,0.392
HXJUTPCZVOIRIF-UHFFFAOYSA-N,O=[S]1(=O)CCCC1,0.084
WOBHKFSMXKNTIM-UHFFFAOYSA-N,CC(=C)C(=O)OCCO,-0.025
OCYSGIYOVXAGKQ-UHFFFAOYSA-N,Cl.CNCC(O)c1cccc(O)c1,-0.414
MFKRHJVUCZRDTF-UHFFFAOYSA-N,COC(C)(C)CCO,0.276
MECFLMNXIXDIOF-UHFFFAOYSA-L,[Zn++].CCCCO[P]([S-])(=S)OCCCC.CCCCO[P]([S-])(=S)OCCCC,-1.93
YCRBPWIFISBYGJ-QPNALZDCSA-M,[Na+].[O-][S](=O)(=O)c1ccc(N\N=C2\C(=O)C=Cc3ccccc23)c4ccccc14,-1.477
IFNXAMCERSVZCV-UHFFFAOYSA-L,[Zn++].CCCCC(CC)C([O-])=O.CCCCC(CC)C([O-])=O,-2.593
FVLCBQUCLOPWGZ-UHFFFAOYSA-M,[Na+].CCC(C)O[P]([S-])(=S)OC(C)CC,-1.023
KWAKSEGGFHCMJS-UHFFFAOYSA-N,CC(C)CCCCCC(=O)NCCCCCC(O)=O,-3.262
FBUKVWPVBMHYJY-UHFFFAOYSA-N,CCCCCCCCC(O)=O,-2.129
KAUQJMHLAFIZDU-UHFFFAOYSA-N,OC(=O)c1ccc2cc(O)ccc2c1,-2.781
UPSUSTJZZWSTPN-UHFFFAOYSA-N,[Ni][Ni][Ni]=[S]=S,-5.953
QEDJMOONZLUIMC-UHFFFAOYSA-N,CC(C)(C)c1ccc(C=C)cc1,-4.245
ZJIOBDJEKDUUCI-UHFFFAOYSA-N,Cc1cc(C)cc(c1)C(Cl)=O,-2.885
ZMMDPCMYTCRWFF-UHFFFAOYSA-J,[OH-].[OH-].[Cu++].[Cu++].[O-]C([O-])=O,-1.304
CNRNYORZJGVOSY-UHFFFAOYSA-N,o1c(cnc1c2ccccc2)c3ccccc3,-4.062
NUJOXMJBOLGQSY-UHFFFAOYSA-N,O=[Mn]=O,-6.318
IOAOAKDONABGPZ-UHFFFAOYSA-N,CCC(N)(CO)CO,1.066
RCBVKBFIWMOMHF-UHFFFAOYSA-L,O[Cr](=O)(=O)O[Cr](O)(=O)=O.c1ccncc1.c2ccncc2,-2.724
SSJXIUAHEKJCMH-OLQVQODUSA-P,[NH3+][C@H]1CCCC[C@H]1[NH3+],0.12
RYBWXHDKJVRTES-UHFFFAOYSA-N,[Na+].[O-]CCS,0.822
OUPZKGBUJRBPGC-UHFFFAOYSA-N,O=C1N(CC2CO2)C(=O)N(CC3CO3)C(=O)N1CC4CO4,-1.134
AHDSRXYHVZECER-UHFFFAOYSA-N,CN(C)Cc1cc(CN(C)C)c(O)c(CN(C)C)c1,-0.875
ATZQZZAXOPPAAQ-UHFFFAOYSA-N,[Cs+].OC=O,0.633
CQWXKASOCUAEOW-UHFFFAOYSA-N,OC(=O)COCCOCC(O)=O,-0.191
YOZHLACIXDCHPV-UHFFFAOYSA-N,COCNC(=O)C(C)=C,-0.03
LQPLDXQVILYOOL-UHFFFAOYSA-I,[Na+].[Na+].[Na+].[Na+].[Na+].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CCN(CC([O-])=O)CC([O-])=O,-0.409
FDAKZQLBIFPGSV-UHFFFAOYSA-N,CCCCNC1CC(C)(C)NC(C)(C)C1,-1.198
UMQVFBAWZJWILK-UHFFFAOYSA-M,NC(N)=O.OC[P+](CO)(CO)CO.O[S]([O-])(=O)=O,0.282
DSKGJDYCSBLEMI-UHFFFAOYSA-K,[Na+].[Na+].[Na+].NC(=O)Nc1cc(Nc2nc(N)nc(Cl)n2)ccc1N=Nc3cc4c(cc(cc4[S]([O-])(=O)=O)[S]([O-])(=O)=O)cc3[S]([O-])(=O)=O,-1.791
OQEVSCYDUYRAAM-UHFFFAOYSA-N,[Na+].[Na+].[O-][Si](=O)O[Si]([O-])=O,-3.611
CIHOLLKRGTVIJN-UHFFFAOYSA-N,CC(C)(C)OO,0.335
ZKFDTMJWIJPGLE-PUBYZPQMSA-M,[Na+].CC1=NN(C(=O)C1N\N=C\2C=C(C=C(Cl)C2=O)[N+]([O-])=O)c3ccc(cc3)[S]([O-])(=O)=O,-3.276
QGUAJWGNOXCYJF-UHFFFAOYSA-N,O.O.O.O.O.O.[Co++].[O-][N+]([O-])=O.[O-][N](=O)=O,-0.769
SNIVVKDUMQYBAV-UHFFFAOYSA-M,[Cl-].NC(N)=O.OC[P+](CO)(CO)CO,0.248
UUCAVBDCVCFNIN-UHFFFAOYSA-N,CC(O)CN(CC(C)O)C(=O)CCCCC(=O)N(CC(C)O)CC(C)O,-0.889
DKIDEFUBRARXTE-UHFFFAOYSA-N,OC(=O)CCS,0.582
NDBQJIBNNUJNHA-UHFFFAOYSA-N,[H+].[Cl-].COC(=O)C(N)CO,0.082
SERHXTVXHNVDKA-UHFFFAOYSA-N,CC1(C)COC(=O)C1O,0.063
MTEWSKPSJGGDQE-UHFFFAOYSA-J,[Na+].[Cr+3].Cc1nn(c([O-])c1N=Nc2cc(Cl)c(cc2[O-])[S](N)(=O)=O)c3ccccc3.Cc4nn(c([O-])c4N=Nc5cc(Cl)c(cc5[O-])[S](N)(=O)=O)c6ccccc6,-3.123
NCUPDIHWMQEDPR-UHFFFAOYSA-N,CN(C)CCOCCN(C)CCO,0.591
XZMCDFZZKTWFGF-UHFFFAOYSA-N,NC#N,0.148
PODSUMUEKRUDEI-UHFFFAOYSA-N,NCCN1CCNC1=O,0.24
FWKNDLPEBIXZRV-FXJKTVKKSA-J,[Na+].[Na+].[Na+].[Na+].Nc1c(N=Nc2ccc(cc2)[S](=O)(=O)CCO[S]([O-])(=O)=O)c(cc3C=C(/C(=N/Nc4ccc(cc4)[S](=O)(=O)CCO[S]([O-])(=O)=O)C(=O)c13)[S]([O-])(=O)=O)[S]([O-])(=O)=O,-0.583
UREZNYTWGJKWBI-UHFFFAOYSA-M,[Cl-].CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1,-1.206
SNPLKNRPJHDVJA-ZETCQYMHSA-N,CC(C)(CO)[C@@H](O)C(=O)NCCCO,0.021
FZQMJOOSLXFQSU-UHFFFAOYSA-N,CN(C)CCCN1CN(CCCN(C)C)CN(CCCN(C)C)C1,0.038
YETKGQMGLZKKGE-UHFFFAOYSA-M,[Cr].CC([O-])=O,0.678
DFKXEMWEDROUAD-VNAFSSMTSA-N,C[C@@H]1O[C@@H](O[C@@H]2[C@H](C)O[C@@H](O)[C@@H](O[S](O)(=O)=O)[C@@H]2O[S](O)(=O)=O)[C@@H](O[S](O)(=O)=O)[C@H](O[C@@H]3O[C@@H](C)[C@@H](O[C@@H]4O[C@@H](C)[C@@H](O)[C@@H](O[C@@H]5O[C@@H](C)[C@@H](O)[C@@H](O[S](O)(=O)=O)[C@@H]5O[S](O)(=O)=O)[C@@H]4O[S](O)(=O)=O)[C@@H](O[S](O)(=O)=O)[C@@H]3O[S](O)(=O)=O)[C@@H]1O.OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O[C@@H]6O[C@@H]([C@@H](O[C@@H]7O[C@@H]([C@@H](O)[C@H](O)[C@@H]7O)C(O)=O)[C@H](O)[C@@H]6O)C(O)=O,-1.474
SLINHMUFWFWBMU-UHFFFAOYSA-N,CC(O)CN(CC(C)O)CC(C)O,0.466
BVHLGVCQOALMSV-JEDNCBNOSA-N,[Cl-].NCCCC[C@H](N)C(O)=O.[H+],0.475
FWFUWXVFYKCSQA-UHFFFAOYSA-M,[Na+].CC(C)(C[S]([O-])(=O)=O)NC(=O)C=C,0.353
ODQWDBNAMVRLSR-UHFFFAOYSA-N,CC1(O)CC(C)(O)OO1,0.445
LSHROXHEILXKHM-UHFFFAOYSA-N,NCCNCCNCCNCCNCCN,0.839
QYNFXDVIHNENBG-UHFFFAOYSA-N,CN(C)CCCNC1CC(C)(C)NC(C)(C)C1,-0.581
LCFKXCNZLIBDOX-UHFFFAOYSA-L,[Ni++].O[P](O)([O-])=O.O[P](O)([O-])=O,0.031
NTWXWSVUSTYPJH-UHFFFAOYSA-M,[Na+].CC(C)COC(=O)CC(C(=O)OCC(C)C)[S]([O-])(=O)=O,-0.158
BTJYKXPSPBJJDQ-UHFFFAOYSA-M,[Na+].CC(C)CC(C)OC(=O)CC(C(=O)OC(C)CC(C)C)[S]([O-])(=O)=O,-0.561
DGSDBJMBHCQYGN-UHFFFAOYSA-M,[Na+].CCCCC(CC)CO[S]([O-])(=O)=O,0.394
JXKPEJDQGNYQSM-UHFFFAOYSA-M,[Na+].CCC([O-])=O,0.736
KYKONKUSIIGFJP-QJRWVWFOSA-K,[Na+].[Na+].[Na+].OC1=CC(=O)\C(C=C1N=Nc2ccc(N=Nc3ccc(Nc4ccc(cc4[S]([O-])(=O)=O)[N+]([O-])=O)cc3)c5c2cccc5[S]([O-])(=O)=O)=N/Nc6ccc(Nc7ccc(cc7[S]([O-])(=O)=O)[N+]([O-])=O)cc6,-4.639
ZBVBXDSQFYHMPD-UHFFFAOYSA-N,Cc1ccc(cc1)[S](O)(=O)=O.CC2(C)CC(N)CC(C)(CN)C2,-1.831
NNMHYFLPFNGQFZ-UHFFFAOYSA-M,[Na+].[O-]C(=O)C=C,0.662
KIZQNNOULOCVDM-UHFFFAOYSA-M,[OH-].C[N+](C)(C)CCO,0.924
UFYJXIFCPOCDND-UHFFFAOYSA-L,[Na+].[K+].Oc1ccc2ccccc2c1N=Nc3ccc(cc3)N=Nc4cccc(c4)[S](=O)(=O)Nc5ccc6cc(cc(c6c5)[S]([O-])(=O)=O)[S]([O-])(=O)=O,-1.376
JCUZDQXWVYNXHD-UHFFFAOYSA-N,CC(CCN)CC(C)(C)CN,-0.467
WFRKJMRGXGWHBM-UHFFFAOYSA-M,[Na+].CCCCCCCCO[S]([O-])(=O)=O,0.389
ULVODSYPARVTIB-UHFFFAOYSA-N,CCNc1ccc(cc1C)C(c2ccc(NCC)c(C)c2)=C3C=CC(=NCC)C(=C3)C.CC(O)=O,-7.052
LTERAWRIKDPXBF-UHFFFAOYSA-N,CCCCCCCCCCCC(=O)NCCC[N+](C)(C)C.CO[S]([O-])(=O)=O,-0.16
QHVJMQSXCDOHMT-UHFFFAOYSA-M,[Na+].CCCCCCC(CCCC)CO[S]([O-])(=O)=O,-0.127
TWIRQKNQTOUPOY-UHFFFAOYSA-I,[Na+].[Na+].[Na+].[Na+].[Na+].NC(=O)Nc1cc(Nc2nc(Cl)nc(Nc3cc(N)c(cc3N=Nc4ccc(cc4)[S](=O)(=O)CCO[S]([O-])(=O)=O)[S]([O-])(=O)=O)n2)ccc1N=Nc5cc6c(cc(cc6[S]([O-])(=O)=O)[S]([O-])(=O)=O)cc5[S]([O-])(=O)=O,-1.706
LDCKXVAPQFUIOI-ZFLDVXHKSA-H,[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[O-][S](=O)(=O)c1ccc(cc1)N=Nc2ccc(N\N=C\3C(=O)c4ccc(NC(=O)Nc5ccc6C(=O)C(=N/Nc7ccc(cc7[S]([O-])(=O)=O)N=Nc8ccc(cc8)[S]([O-])(=O)=O)\C(=Cc6c5)[S]([O-])(=O)=O)cc4C=C3[S]([O-])(=O)=O)c(c2)[S]([O-])(=O)=O,-1.054
YFVGRULMIQXYNE-UHFFFAOYSA-M,[Li+].CCCCCCCCCCCCO[S]([O-])(=O)=O,-0.14
XZTJQQLJJCXOLP-UHFFFAOYSA-M,[Na+].CCCCCCCCCCO[S]([O-])(=O)=O,0.138
ZXSCVYQKZLXHBR-UHFFFAOYSA-J,[K+].[Fe+3].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O,-0.26
FUUGOUJDTGRGMR-GMFCBQQYSA-N,CCCCCCCC\C=C/CCCCCCCC(=O)N(C)CC(O)=O.OCCN(CCO)CCO,-2.99
AEMRFAOFKBGASW-UHFFFAOYSA-N,OCC(O)=O,0.536
OETHQSJEHLVLGH-UHFFFAOYSA-N,[H+].[Cl-].CN(C)C(=N)N=C(N)N,-0.313
LJAIDEYQVIJERM-UHFFFAOYSA-N,N#CCN(CC#N)CC#N,-0.101
XNDDBWAGMIMDPB-GMFCBQQYSA-M,[K+].CCCCCCCC\C=C/CCCCCCCC(=O)N(C)CC([O-])=O,-3.008
JMMWKPVZQRWMSS-UHFFFAOYSA-N,CC(C)OC(C)=O,0.064
FKAKGSJLTBVQOP-UHFFFAOYSA-N,CC(=O)OCC(=C)COC(C)=O,-0.816
DFVPPGZSXADRCW-UHFFFAOYSA-N,Cc1ccccc1O[P](S)(=S)Oc2ccccc2C,-5.449
QSFOWAYMMZCQNF-UHFFFAOYSA-N,CCCC(CCC)CCCC1COCCN1CCO,-2.256
KKDONKAYVYTWGY-UHFFFAOYSA-M,[Na+].CNCC[S]([O-])(=O)=O,0.84
ZMKAVICCBWPNSR-UHFFFAOYSA-G,[Al+3].[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].[Ti+4],-0.004
KUIXZSYWBHSYCN-UHFFFAOYSA-L,[Na+].[Na+].Nc1c2C(=O)c3ccccc3C(=O)c2c(Nc4cccc(c4)[S](=O)(=O)CCO[S]([O-])(=O)=O)cc1[S]([O-])(=O)=O,-0.845
KLDXJTOLSGUMSJ-JGWLITMVSA-N,O[C@@H]1CO[C@@H]2[C@@H](O)CO[C@H]12,0.374
ISKQADXMHQSTHK-UHFFFAOYSA-N,NCc1ccc(CN)cc1,-0.178
MEJYDZQQVZJMPP-UHFFFAOYSA-N,COC1COC2C(COC12)OC,0.308
FZUOVNMHEAPVBW-UHFFFAOYSA-L,[Na+].[Na+].[O-][S](=O)(=O)c1cc2ccc(nc2c(c1)[S]([O-])(=O)=O)C3C(=O)c4ccccc4C3=O,-0.862
ZPDRZMNAFLBUOA-UHFFFAOYSA-N,[NH4+].COc1cc(c(C)cc1NC(=O)CC(C)=O)[S]([O-])(=O)=O,-0.481
YEYRLCHTGWGSQF-UHFFFAOYSA-J,[Na+].[Na+].[Na+].[Na+].Oc1cc(O)c(cc1N=Nc2ccc(Nc3ccc(cc3[S]([O-])(=O)=O)[N+]([O-])=O)cc2)N=Nc4cc(cc5cc(c(N=Nc6ccc(Nc7ccc(cc7[S]([O-])(=O)=O)[N+]([O-])=O)cc6)c(O)c45)[S]([O-])(=O)=O)[S]([O-])(=O)=O,-3.887
XPRMZBUQQMPKCR-UHFFFAOYSA-L,[Na+].[Na+].[O-][S](=O)(=O)c1cccc(c1)N=Nc2ccc(N=Nc3ccc(Nc4ccccc4)c5c3cccc5[S]([O-])(=O)=O)c6ccccc26,-1.625
NYNKJVPRTLBJNQ-UHFFFAOYSA-N,CCCCCCCCCCCCN(CCCN)CCCN,-2.477
ZVINZNDATUGYAW-UHFFFAOYSA-N,COc1cc(ccc1NC(=O)c2ccc(cc2)N=Nc3c(O)nc(NC#N)nc3[O-])N=Nc4ccc5cc(cc(c5c4)[S]([O-])(=O)=O)[S]([O-])(=O)=O.OCC[NH+](CCO)CCO.OCC[NH+](CCO)CCO.OCC[NH+](CCO)CCO,-0.796
XXIOSJPZBMCGGL-UHFFFAOYSA-M,[Na+].CC(C)CCCCCCCOC(=O)CC(C(=O)OCCCCCCCC(C)C)[S]([O-])(=O)=O,-1.786
QMYCJCOPYOPWTI-UHFFFAOYSA-N,[H+].[Cl-].CC(C)(N=NC(C)(C)C(N)=N)C(N)=N,-0.195
SJFNDMHZXCUXSA-UHFFFAOYSA-M,[Cl-].COC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,-0.768
WPEJSSRSFRWYJB-UHFFFAOYSA-K,[NH4+].[Cl-].[Cl-].[Cl-].[Cl-].[Au+3],0.041
OMAAXMJMHFXYFY-UHFFFAOYSA-L,[Ca++].[O-][PH]([O-])=O,-0.263
WSHXNSFLJBJEGA-UHFFFAOYSA-L,N.N.N.N.[Pd++].CC([O-])=O.CC([O-])=O,-0.122
CBIFNLUPCWCNQT-UHFFFAOYSA-N,CC(CO)(CO)C=O,0.775
KOJAIESBSPUXIB-UHFFFAOYSA-N,NCCNCCNCCN.NCCN(CCN)CCN,0.66
FQBUBHQWFYTJPE-UHFFFAOYSA-N,NCCNCCNCCNCCN.NCCNCCN(CCN)CCN,0.575
IUNMPGNGSSIWFP-UHFFFAOYSA-N,CN(C)CCCN,1.115
FDXPUDRRFDHONO-UHFFFAOYSA-N,[Cl-].CCN(CCC[NH+](C)C)C#N,0.643
BGFBWRWYROQISE-UHFFFAOYSA-N,CCC1(CO)COCOC1,0.129
FZUWYUIYVKESIP-UHFFFAOYSA-N,CC(C)(C)CCCCCCCC(O)=O,-3.61
GUVUOGQBMYCBQP-UHFFFAOYSA-N,CN1CCCN(C)C1=O,0.348
MPJZCYUPWINKPK-UHFFFAOYSA-N,OCC1CN2CCN1CC2,0.599
RXYPXQSKLGGKOL-UHFFFAOYSA-N,CN1CCN(C)CC1,0.784
CNJRPYFBORAQAU-UHFFFAOYSA-N,CCOCCOCCOC,0.605
ZFPGARUNNKGOBB-UHFFFAOYSA-N,CCN1CCCC1=O,0.159
QZPSOSOOLFHYRR-UHFFFAOYSA-N,OCCCOC(=O)C=C,-0.054
MCTWTZJPVLRJOU-UHFFFAOYSA-N,Cn1ccnc1,0.541
NWDRKFORNVPWLY-UHFFFAOYSA-N,CC(O)CN(CCCN(C)C)CCCN(C)C,0.136
GXVUZYLYWKWJIM-UHFFFAOYSA-N,NCCOCCN,1.188
ZUHZGEOKBKGPSW-UHFFFAOYSA-N,COCCOCCOCCOCCOC,0.508
YFNKIDBQEZZDLK-UHFFFAOYSA-N,COCCOCCOCCOC,0.646
HNVIQLPOGUDBSU-UHFFFAOYSA-N,CC1CNCC(C)O1,0.587
XTJCJAPNPGGFED-UHFFFAOYSA-N,NCCO.OC(=O)CS,0.528
AQYCMVICBNBXNA-UHFFFAOYSA-N,CC(CCC(O)=O)C(O)=O,-0.153
KHPXUQMNIQBQEV-UHFFFAOYSA-N,OC(=O)CC(=O)C(O)=O,-0.081
GPLRAVKSCUXZTP-UHFFFAOYSA-N,OCC(O)COCC(O)CO,0.784
OPYLAGAQMHMBNY-UHFFFAOYSA-N,Cl.CC1=C(CCCl)C(=O)N2CCCCC2=N1,-2.934
ZCTXEAQXZGPWFG-UHFFFAOYSA-N,OCN1C(NC(=O)NCNC(=O)NC2N(CO)C(=O)NC2=O)C(=O)NC1=O,-1.651
KQIGMPWTAHJUMN-UHFFFAOYSA-N,NCC(O)CO,1.221
XKVUYEYANWFIJX-UHFFFAOYSA-N,Cc1[nH]ncc1,0.435
GCPWJFKTWGFEHH-UHFFFAOYSA-N,CC(=O)CC(N)=O,0.501
JFMGYULNQJPJCY-UHFFFAOYSA-N,OCC1COC(=O)O1,0.283
KYWXRBNOYGGPIZ-UHFFFAOYSA-N,CC(=O)N1CCOCC1,0.352
UCYLROVJSUACAD-UHFFFAOYSA-N,OCCOCC(COCCO)OCCO,0.495
OKIZCWYLBDKLSU-UHFFFAOYSA-M,[Cl-].C[N+](C)(C)C,0.916
YPEWWOUWRRQBAX-UHFFFAOYSA-N,CN(C)C(=O)CC(C)=O,0.257
WFBDWTZOYPUBQZ-UHFFFAOYSA-N,CN(C)CCCNC=O,0.769
ATHHXGZTWNVVOU-UHFFFAOYSA-N,CNC=O,0.995
ZZTCCAPMZLDHFM-UHFFFAOYSA-N,[NH4+].[O-]C(=O)CS,0.457
ONJCEWDYMQEPNH-UHFFFAOYSA-N,OCCN(CCO)CCO.OCCN(CCO)CCO.OC(=O)CCCCCCCCCCC(O)=O,-0.78
KMBPCQSCMCEPMU-UHFFFAOYSA-N,CN(CCCN)CCCN,0.759
AIYUHDOJVYHVIT-UHFFFAOYSA-M,[Cl-].[Cs+],-0.169
HUCVOHYBFXVBRW-UHFFFAOYSA-M,[OH-].[Cs+],-1.632
SSKRIDIHZLFJCG-UHFFFAOYSA-L,[Ca++].OCC1OB(O)OC1C(O)C(O)C([O-])=O.OCC2OB(O)OC2C(O)C(O)C([O-])=O,-0.604
KCNRUFVEYNBDQY-UHFFFAOYSA-N,NCCO.NCCO.OC(O)=O,0.273
FLJPGEWQYJVDPF-UHFFFAOYSA-L,[Cs+].[Cs+].[O-][S]([O-])(=O)=O,-0.512
WXRGTYANXHSUOX-UHFFFAOYSA-N,[K+].OC(=O)CCCCC(O)=O,-0.484
GYGVRMLIQVFLPE-UHFFFAOYSA-L,[Na+].[Na+].CCN(Cc1cccc(c1)[S]([O-])(=O)=O)c2ccc(cc2)N=Nc3ccc(N=Nc4cccc(c4)[S]([O-])(=O)=O)c5ccccc35,-1.407
IFEUYSFKZJGJAD-UHFFFAOYSA-L,[Na+].[Na+].Nc1ccc(NNC2=C3C(=O)C=C(C=C3C=CC2=N)[S]([O-])(=O)=O)c(c1)[S]([O-])(=O)=O,-0.654
OVOUKWFJRHALDD-UHFFFAOYSA-N,CC(=O)OCCOCCOCCOC(C)=O,-0.514
LUBGFMZTGFXIIN-UHFFFAOYSA-N,CCOC(=O)N1CCC(=O)CC1,-0.545
XCVNDBIXFPGMIW-UHFFFAOYSA-O,CCC[NH2+]CC,-0.078
PSCMQHVBLHHWTO-UHFFFAOYSA-K,[Cl-].[Cl-].[Cl-].[In+3],0.052
BAWFJGJZGIEFAR-UHFFFAOYSA-N,NC(=O)c1ccc[n+](c1)C2OC(CO[P]([O-])(=O)O[P](O)(=O)OCC3OC(C(O)C3O)n4cnc5c(N)ncnc45)C(O)C2O,-1.028
PAPBSGBWRJIAAV-UHFFFAOYSA-N,O=C1CCCCCO1,-0.118
YEJRWHAVMIAJKC-UHFFFAOYSA-N,O=C1CCCO1,0.749
NQRYJNQNLNOLGT-UHFFFAOYSA-N,C1CCNCC1,0.84
ZNNZYHKDIALBAK-UHFFFAOYSA-M,[K+].[S-]C#N,-0.632
MTTPUPNRZRSDDM-UHFFFAOYSA-M,[K+].[O-][P](=O)(OCc1ccccc1)OCc2ccccc2,-0.89
TVDSBUOJIPERQY-UHFFFAOYSA-N,OCC#C,1.583
YPFDHNVEDLHUCE-UHFFFAOYSA-N,OCCCO,1.684
MVQVNTPHUGQQHK-UHFFFAOYSA-N,OCc1cccnc1,0.094
VYPDUQYOLCLEGS-UHFFFAOYSA-M,[Na+].CCCCC(CC)C([O-])=O,-0.701
JHAWQFNAZVTBHV-UHFFFAOYSA-M,[Na+].COCCOCCOc1cc(Nc2c(C)cc(C)c(c2C)[S]([O-])(=O)=O)c3C(=O)c4ccccc4C(=O)c3c1N,-1.976
QYNMSPKSYXPZHG-UHFFFAOYSA-M,[Na+].CCOC(=O)c1ccc([O-])cc1,-1.07
ZKDDJTYSFCWVGS-UHFFFAOYSA-M,[Na+].CCO[P]([S-])(=S)OCC,-0.027
FOYPFIDVYRCZKA-UHFFFAOYSA-M,[Na+].CC(C)CO[P]([S-])(=S)OCC(C)C,-1.056
VGTPCRGMBIAPIM-UHFFFAOYSA-M,[Na+].[S-]C#N,-0.632
UPOMCDPCTBJJDA-UHFFFAOYSA-N,CC(C)COC(C)(C)C,-1.824
KQTFRASJMFIJPC-UHFFFAOYSA-M,C[N+](C)(C)C.OC(=O)c1ccccc1C([O-])=O,-0.569
WGTYBPLFGIVFAS-UHFFFAOYSA-M,[OH-].C[N+](C)(C)C,0.913
NVTFYQAUYQYBHO-WULDFMMKSA-K,[Na+].[Na+].[Na+].Cc1cc(N\N=C\2C=CC(=O)C(=C2)C([O-])=O)c(OCCC[S]([O-])(=O)=O)cc1N=Nc3ccc(cc3[S]([O-])(=O)=O)[N+]([O-])=O,-3.085
MFXMOUUKFMDYLM-UHFFFAOYSA-H,[Zn++].[O-][P]([O-])([O-])=O.[O-][P]([O-])([O-])=O,-0.079
VDVUCLWJZJHFAV-UHFFFAOYSA-N,CC1(C)CC(O)CC(C)(C)N1,-0.279
IMUDHTPIFIBORV-UHFFFAOYSA-N,NCCN1CCNCC1,0.838
HCGFUIQPSOCUHI-UHFFFAOYSA-N,CC(C)OCCO,0.736
